Store,Week,PepsiQuant,PepsiPrice,DomQuant,DomPrice,CokeQuant,CokePrice
112,277,101,1.59,29,0.89,187,1.38
112,278,177,1.33,56,0.56,283,1.33
112,279,54,1.59,81,0.49,148,1.58
112,280,126,1.33,28,0.89,331,1.33
112,281,101,1.59,29,0.89,187,1.38
112,282,177,1.33,56,0.56,283,1.33
112,283,54,1.59,81,0.49,148,1.58
112,284,171,1.33,24,0.89,287,1.33
112,285,95,1.57,39,0.89,170,1.58
112,286,880,1.39,16,0.89,1106,1.39
112,287,113,1.57,22,0.89,140,1.58
112,288,100,1.59,39,0.89,161,1.59
112,289,346,1.09,177,0.46,149,1.59
112,290,155,1.29,27,0.89,259,1.29
112,291,222,1.38,45,0.89,457,1.38
112,292,93,1.58,51,0.66,319,1.57
112,293,80,1.59,36,0.88,147,1.59
112,294,463,0.99,29,0.89,1028,0.99
112,295,101,1.57,29,0.89,303,1.18
112,296,382,1.09,173,0.49,308,1.19
112,297,111,1.58,46,0.83,147,1.57
112,298,383,1.08,39,0.89,536,1.1
112,299,248,1.07,55,0.66,397,1.05
112,300,684,0.99,34,0.89,199,1.33
112,301,158,1.06,43,0.85,202,1.58
112,302,199,1.4,224,0.38,443,1.43
112,303,183,1.44,47,0.74,669,1.39
112,304,77,1.59,7,0.89,918,0.99
112,305,107,1.59,51,0.89,139,1.54
112,306,1046,0.99,30,0.89,217,1.29
112,307,129,1.08,228,0.44,164,1.58
112,308,256,1.22,19,0.89,144,1.59
112,309,134,1.59,27,0.89,208,1.59
112,310,189,1.29,31,0.92,267,1.29
112,311,392,0.99,19,0.99,141,1.58
112,312,143,1.28,15,0.99,289,1.29
112,313,123,1.29,148,0.49,123,1.59
112,314,130,1.29,42,0.86,117,1.59
112,315,173,1.29,37,0.66,168,1.59
112,316,100,1.58,120,0.59,409,1.19
112,317,183,1.33,10,0.99,150,1.58
112,318,124,1.57,16,0.99,363,1.33
112,319,107,1.59,187,0.54,147,1.58
112,320,181,1.34,11,0.99,272,1.33
112,321,114,1.58,29,0.99,158,1.58
112,322,750,0.99,129,0.50,1023,0.99
112,323,144,1.58,31,0.99,269,1.56
112,324,104,1.59,39,0.99,879,0.88
112,325,250,1.11,20,0.99,476,1.08
112,326,264,1.1,109,0.49,419,1.04
112,327,108,1.59,91,0.54,1104,0.86
112,328,394,0.99,11,0.99,1403,0.79
112,329,1046,1.16,24,0.99,1454,1.18
112,330,634,0.99,107,0.49,133,1.54
112,331,110,1.0,43,0.80,190,1.59
112,332,651,0.99,15,0.99,912,0.99
112,333,123,1.58,135,0.49,209,1.47
112,334,124,1.59,52,0.93,200,1.59
112,335,828,0.99,129,0.49,256,0.99
112,336,89,1.42,13,0.99,1860,0.79
112,337,98,1.59,32,0.99,173,1.34
112,338,120,1.59,150,0.49,145,1.59
