Store,Week,PepsiQuant,PepsiPrice,DomQuant,DomPrice,CokeQuant,CokePrice
2,331,44,1.64,8,0.99,67,1.69
2,332,317,0.99,4,0.99,356,0.99
2,333,74,1.69,122,0.48,79,1.68
2,334,57,1.69,8,0.99,60,1.69
2,335,554,0.99,57,0.52,54,0.99
2,336,36,1.65,21,0.99,1341,0.79
2,337,59,1.69,5,0.99,71,1.63
2,338,46,1.69,174,0.49,62,1.69
2,339,120,1.33,13,0.99,116,1.33
2,340,77,1.69,5,0.99,74,1.69
2,341,65,1.69,134,0.49,53,1.69
2,342,285,0.99,6,0.99,264,0.99
2,343,58,1.64,55,0.99,417,0.87
2,344,51,1.69,296,0.49,56,1.67
2,345,319,0.99,1,0.99,716,0.99
2,346,63,1.64,9,0.99,76,1.69
2,347,94,1.19,9,0.99,174,1.19
2,348,61,1.68,11,0.99,82,1.69
2,349,552,0.82,15,0.99,534,0.85
2,350,133,1.19,18,0.99,120,1.19
2,351,48,1.69,114,0.49,75,1.69
2,352,69,1.29,26,0.91,133,1.29
2,353,55,1.69,9,0.99,80,1.68
2,354,247,0.99,2,0.99,367,0.99
2,355,58,1.64,10,0.99,67,1.65
2,356,191,0.99,8,0.99,382,0.99
2,357,41,1.67,164,0.49,66,1.69
2,358,417,0.99,19,0.89,91,1.29
2,359,91,1.08,243,0.44,52,1.68
2,360,83,1.35,11,0.80,57,1.69
2,361,54,1.69,17,0.89,60,1.69
2,362,150,1.19,8,0.99,68,1.69
2,363,446,0.99,3,0.99,264,0.99
2,364,49,1.64,13,0.99,745,0.84
2,365,231,0.99,109,0.49,155,1.19
2,366,152,0.99,0,0.00,743,0.79
2,367,40,1.67,8,0.99,75,1.69
2,368,39,1.69,2,0.99,392,0.99
2,369,340,0.99,41,0.55,54,1.69
2,370,39,1.67,10,0.99,112,1.26
2,371,41,1.69,14,0.99,58,1.69
2,372,54,1.69,97,0.49,179,1.0
2,373,54,1.69,97,0.49,179,1.0
2,374,561,0.79,4,0.99,224,0.95
2,375,53,1.69,97,0.49,57,1.69
2,376,214,1.09,13,0.95,146,1.09
2,377,135,1.19,20,0.99,153,1.19
2,378,48,1.58,8,0.99,58,1.56
2,379,1362,0.99,6,0.99,52,1.69
2,380,59,1.65,1,0.99,90,1.69
2,381,470,1.29,6,0.99,638,1.29
2,382,46,1.69,10,0.80,90,1.69
2,383,34,1.69,16,0.99,481,0.99
2,384,59,1.69,159,0.49,78,1.66
2,385,74,1.39,13,0.76,784,1.29
2,386,36,1.69,44,0.99,85,1.67
2,387,37,1.69,4,0.99,295,1.69
2,388,27,1.69,7,0.99,717,1.39
2,389,27,1.69,7,0.99,717,1.39
2,390,297,1.39,10,0.99,363,1.39
2,391,32,1.69,40,0.66,65,1.69
2,392,265,1.69,12,0.99,349,1.69
